artist_name,concert_name,city,venue,show_time,price_text,sale_status,source_type,source_url,collected_at
德国钢琴家Oskar Roman Jezior奥斯卡·罗曼耶卓钢琴独奏,[珠海]德国钢琴家Oskar Roman Jezior奥斯卡·罗曼耶卓钢琴独奏音乐会,珠海,19:30 珠海华发中演大剧院 歌剧厅,2026.10.18 周日,,待定,爬虫采集,https://www.piaoniu.com/activity/782051,2026-08-31
奥斯卡·罗曼耶卓钢琴独奏,[北京]奥斯卡·罗曼耶卓钢琴独奏音乐会,北京,中山音乐堂,2026.07.04 -10.11,,待定,爬虫采集,https://www.piaoniu.com/activity/776209,2026-08-31
南京莱斯,[南京]南京莱斯音乐节,南京,(上元门地铁站东400米),2026.09.26-09.27 南京·鼓楼·幕燕滨江上元门音乐草坪,,预售中,爬虫采集,https://www.piaoniu.com/activity/784046,2026-08-31
超级音雄巨星,[常州]超级音雄巨星LIVE演唱会,常州,常州奥体中心体育场,2026.09.27 19:30,,预售中,爬虫采集,https://www.piaoniu.com/activity/782179,2026-08-31
赵传,[常州]赵传2026《当我们年轻的时候》巡回演唱会,常州,新龙湖演艺中心,2026.10.24 19:30,,预售中,爬虫采集,https://www.piaoniu.com/activity/781619,2026-08-31
猫耳声刻 「OST,[常州]猫耳声刻2026「OST演唱会/广播剧声演盛典」,常州,,2026.09.11-09.13 新龙湖演艺中心,,待定,爬虫采集,https://www.piaoniu.com/activity/783925,2026-08-31
童漠男脱口秀,[常州]童漠男脱口秀专场《寻找王医生·北下关特别版》丨笑果出品@常州,常州,19:30 常州大剧院大剧场,2026.09.13 周日,,待定,爬虫采集,https://www.piaoniu.com/activity/781068,2026-08-31
锐锐脱口秀,"[常州]锐锐脱口秀专场《爱,来不来2.0》｜快乐共暖@常州",常州,19:30 常州大剧院大剧场,2026.09.06 周日,,待定,爬虫采集,https://www.piaoniu.com/activity/781718,2026-08-31
常州文艺精品展演季 · 环境式古装喜剧,[常州]2026常州文艺精品展演季 · 环境式古装喜剧《刺客风云》,常州,19:30 常州大剧院小剧场,2026.09.19 周六,,待定,爬虫采集,https://www.piaoniu.com/activity/778329,2026-08-31
年市民,[常州]2026年市民音乐会 乐享之夜-中外名曲视听音乐会-常州站,常州,常州大剧院大剧场,2026.09.08 19:30,,待定,爬虫采集,https://www.piaoniu.com/activity/778772,2026-08-31
